SN,DN/IP-List,First-Date,Last-Date
1154,220.128.133.145,2012/03/31,2012/05/08
1155,59.120.245.94,2012/05/08,2012/05/08
1156,60.250.39.73,2010/09/14,2012/05/08
1157,173.12.216.86,2012/05/07,2012/05/07
1158,219.86.169.63,2012/05/07,2012/05/07
1159,140.119.49.160,2012/05/04,2012/05/04
1160,203.114.103.58,2012/04/17,2012/05/04
1161,210.182.154.124,2012/04/24,2012/05/04
1162,200.128.85.8,2012/04/30,2012/05/03
1163,58.40.20.165,2012/04/30,2012/04/30
1164,119.82.117.69,2012/04/20,2012/04/26
1165,202.176.89.79,2012/01/09,2012/04/26
1166,203.179.82.187,2012/04/16,2012/04/26
1167,63.151.14.230,2012/04/26,2012/04/26
1168,203.116.147.94,2012/04/17,2012/04/24
1169,211.20.61.159,2010/09/17,2012/04/24
1170,69.178.171.135,2012/04/14,2012/04/24
1171,85.43.157.110,2012/04/19,2012/04/24
1172,94.55.123.12,2012/04/24,2012/04/24
1173,201.159.226.189,2011/12/05,2012/04/23
1174,202.251.249.222,2012/04/18,2012/04/23
1175,211.22.7.237,2012/04/23,2012/04/23
1176,222.101.218.86,2011/07/05,2012/04/23
1177,61.222.238.250,2009/09/30,2012/04/23
1178,173.167.160.130,2012/04/17,2012/04/20
1179,24.220.218.74,2012/04/20,2012/04/20
1180,62.13.61.173,2012/03/12,2012/04/20
1181,163.26.255.88,2012/04/05,2012/04/19
1182,173.44.76.135,2012/04/17,2012/04/19
1183,200.123.167.117,2012/04/17,2012/04/18
1184,61.222.182.174,2012/04/17,2012/04/18
1185,111.118.82.128,2012/04/17,2012/04/17
1186,203.146.189.141,2012/03/28,2012/04/16
1187,96.255.24.62,2012/04/16,2012/04/16
1188,218.102.23.100,2012/04/15,2012/04/15
1189,61.218.233.51,2012/03/12,2012/04/13
1190,63.135.55.13,2012/03/12,2012/04/13
1191,74.8.221.244,2012/04/11,2012/04/11
1192,203.69.29.138,2012/04/10,2012/04/10
1193,210.245.198.176,2012/04/09,2012/04/10
1194,210.245.202.124,2012/04/09,2012/04/10
1195,210.59.195.181,2012/04/10,2012/04/10
1196,58.137.157.163,2011/06/24,2012/04/06
1197,112.217.74.188,2012/04/05,2012/04/05
1198,210.59.162.134,2012/04/05,2012/04/05
1199,99.57.251.130,2012/04/05,2012/04/05
1200,200.52.207.70,2012/03/12,2012/04/03
1201,211.233.89.54,2009/05/21,2012/04/03
1202,213.140.24.159,2010/09/29,2012/04/03
1203,59.120.13.196,2012/04/01,2012/04/01
1204,211.113.143.164,2012/03/31,2012/03/31
1205,124.9.48.131,2012/03/28,2012/03/30
1206,210.19.21.134,2012/03/28,2012/03/30
1207,213.181.174.6,2012/03/30,2012/03/30
1208,66.111.11.198,2012/03/30,2012/03/30
1209,173.14.190.172,2012/03/27,2012/03/29
1210,125.212.62.11,2012/03/28,2012/03/28
1211,164.115.24.115,2012/03/21,2012/03/28
1212,203.113.116.154,2012/02/20,2012/03/28
1213,63.245.13.221,2012/02/15,2012/03/26
1214,211.214.162.53,2012/03/23,2012/03/23
1215,218.32.79.101,2012/03/12,2012/03/23
1216,62.103.61.68,2012/03/23,2012/03/23
1217,85.30.209.9,2012/03/23,2012/03/23
1218,113.28.107.25,2012/03/22,2012/03/22
1219,203.146.189.160,2012/03/21,2012/03/21
1220,203.150.231.236,2012/03/21,2012/03/21
1221,27.125.205.35,2012/01/05,2012/03/21
1222,59.125.13.19,2012/03/21,2012/03/21
1223,61.19.238.99,2012/03/21,2012/03/21
1224,65.218.180.213,2012/03/21,2012/03/21
1225,202.181.184.162,2010/04/09,2012/03/20
1226,74.9.33.38,2012/03/12,2012/03/20
1227,112.121.178.149,2012/03/19,2012/03/19
1228,112.121.166.50,2011/12/31,2012/03/15
1229,12.228.56.140,2012/03/15,2012/03/15
1230,173.167.160.133,2012/03/13,2012/03/13
1231,114.33.67.60,2012/03/12,2012/03/12
1232,115.139.254.176,2012/03/12,2012/03/12
1233,211.233.58.75,2010/10/13,2012/03/12
1234,211.233.77.67,2010/10/13,2012/03/12
1235,218.30.23.89,2008/07/24,2012/03/12
1236,220.134.207.16,2012/03/12,2012/03/12
1237,113.28.83.55,2012/03/08,2012/03/08
1238,186.236.129.228,2012/01/10,2012/03/05
1239,66.51.143.118,2012/03/05,2012/03/05
1240,211.22.53.67,2012/01/05,2012/03/02
1241,220.130.168.245,2011/12/08,2012/03/02
1242,60.249.226.99,2011/12/06,2012/03/02
1243,217.150.139.67,2011/07/07,2012/03/01
1244,202.183.167.9,2012/02/28,2012/02/28
1245,200.222.95.188,2012/02/27,2012/02/27
1246,112.164.177.57,2012/02/17,2012/02/21
1247,119.196.163.172,2011/10/21,2012/02/21
1248,140.123.197.234,2012/02/04,2012/02/16
1249,140.127.78.142,2012/02/04,2012/02/16
1250,211.75.202.46,2012/02/04,2012/02/16
1251,60.251.172.30,2012/02/04,2012/02/16
1252,140.123.197.100,2012/02/06,2012/02/06
1253,60.251.221.75,2012/02/06,2012/02/06
1254,88.146.220.131,2012/02/03,2012/02/03
1255,202.67.168.164,2012/01/31,2012/01/31
1256,113.28.83.54,2012/01/17,2012/01/17
1257,203.188.255.117,2011/11/02,2012/01/17
1258,212.205.207.42,2011/07/07,2012/01/16
1259,210.242.252.19,2010/12/27,2012/01/13
1260,122.3.246.103,2011/12/23,2012/01/12
1261,203.210.34.226,2011/12/21,2012/01/12
1262,210.54.1.74,2012/01/12,2012/01/12
1263,62.149.89.53,2011/12/06,2012/01/12
1264,70.79.1.126,2012/01/12,2012/01/12
1265,98.173.12.130,2011/12/30,2012/01/12
1266,140.130.43.82,2012/01/11,2012/01/11
1267,211.75.71.41,2012/01/11,2012/01/11
1268,60.251.125.204,2012/01/11,2012/01/11
1269,60.251.197.124,2012/01/11,2012/01/11
1270,60.251.64.201,2012/01/11,2012/01/11
1271,119.46.203.23,2012/01/09,2012/01/09
1272,65.211.34.3,2011/11/16,2012/01/06
1273,60.249.253.217,2012/01/05,2012/01/05
1274,65.82.216.18,2012/01/05,2012/01/05
1275,72.89.102.88,2011/12/21,2012/01/03
1276,118.102.176.186,2011/12/29,2011/12/29
1277,212.96.185.132,2011/11/10,2011/12/28
1278,68.213.158.110,2011/12/21,2011/12/28
1279,218.32.89.230,2011/12/27,2011/12/27
1280,110.159.215.179,2011/11/11,2011/12/26
1281,113.28.159.14,2011/12/22,2011/12/22
1282,203.116.203.67,2011/11/02,2011/12/22
1283,203.69.84.9,2011/12/05,2011/12/22
1284,203.92.33.98,2011/06/22,2011/12/22
1285,59.125.247.172,2011/12/16,2011/12/22
1286,68.116.204.56,2011/12/15,2011/12/22
1287,66.119.12.18,2011/11/24,2011/12/21
1288,211.79.5.194,2011/12/05,2011/12/20
1289,59.125.50.179,2011/11/04,2011/12/20
1290,68.113.182.105,2011/12/15,2011/12/15
1291,124.148.7.242,2010/09/07,2011/12/14
1292,202.57.128.71,2009/04/02,2011/12/14
1293,211.78.147.229,2010/04/20,2011/12/14
1294,60.248.17.81,2010/03/05,2011/12/14
1295,109.75.101.6,2011/12/13,2011/12/13
1296,12.144.67.17,2011/12/06,2011/12/13
1297,192.116.205.100,2011/02/21,2011/12/13
1298,200.115.173.102,2010/08/11,2011/12/13
1299,200.207.3.23,2011/12/05,2011/12/13
1300,202.181.209.146,2010/02/21,2011/12/13
1301,202.181.209.148,2010/02/21,2011/12/13
1302,202.3.167.6,2010/12/14,2011/12/13
1303,202.60.203.229,2010/12/14,2011/12/13
1304,202.65.218.205,2009/12/22,2011/12/13
1305,202.67.215.110,2008/12/25,2011/12/13
1306,203.126.74.13,2010/11/04,2011/12/13
1307,203.198.133.15,2010/10/04,2011/12/13
1308,203.215.80.180,2010/11/17,2011/12/13
1309,203.81.229.89,2010/10/04,2011/12/13
1310,207.248.250.60,2010/11/04,2011/12/13
1311,207.6.25.26,2010/04/20,2011/12/13
1312,211.239.124.13,2009/08/10,2011/12/13
1313,211.47.189.41,2010/12/14,2011/12/13
1314,212.143.239.194,2010/08/19,2011/12/13
1315,213.81.217.7,2011/06/26,2011/12/13
1316,218.32.37.248,2010/07/07,2011/12/13
1317,219.76.232.33,2010/05/11,2011/12/13
1318,220.128.239.86,2010/09/08,2011/12/13
1319,220.128.239.87,2010/10/15,2011/12/13
1320,222.116.210.142,2010/03/09,2011/12/13
1321,222.118.132.120,2010/04/12,2011/12/13
1322,60.249.155.99,2010/03/11,2011/12/13
1323,61.218.248.70,2011/12/06,2011/12/13
1324,61.42.14.252,2009/09/24,2011/12/13
1325,62.233.245.91,2011/11/09,2011/12/13
1326,68.82.45.168,2009/10/15,2011/12/13
1327,70.63.209.63,2010/08/19,2011/12/13
1328,85.17.136.140,2010/03/25,2011/12/13
1329,96.44.153.29,2010/06/21,2011/12/13
1330,173.190.228.195,2011/12/12,2011/12/12
1331,196.37.75.45,2011/12/12,2011/12/12
1332,211.75.225.184,2011/12/12,2011/12/12
1333,12.129.138.81,2011/11/28,2011/12/09
1334,62.90.102.234,2011/12/09,2011/12/09
1335,219.87.26.129,2011/10/26,2011/12/08
1336,61.16.144.201,2011/12/08,2011/12/08
1337,62.25.51.50,2011/12/08,2011/12/08
1338,64.47.102.100,2011/12/08,2011/12/08
1339,110.179.215.179,2011/11/28,2011/12/06
1340,61.220.211.232,2011/12/06,2011/12/06
1341,121.126.170.204,2011/11/11,2011/12/05
1342,211.22.125.98,2011/11/01,2011/12/05
1343,60.251.172.29,2011/12/02,2011/12/05
1344,61.30.79.228,2011/09/19,2011/12/05
1345,78.39.236.6,2011/10/25,2011/12/05
1346,168.8.80.20,2011/02/11,2011/12/01
1347,203.130.0.74,2011/11/04,2011/12/01
1348,94.94.107.132,2011/09/22,2011/12/01
1349,201.122.121.161,2011/11/10,2011/11/30
1350,211.55.75.196,2011/11/28,2011/11/30
1351,220.77.188.49,2011/11/09,2011/11/29
1352,60.251.234.199,2011/11/09,2011/11/29
1353,208.67.32.33,2011/11/23,2011/11/25
1354,206.126.19.5,2011/11/02,2011/11/24
1355,173.164.245.49,2011/11/23,2011/11/23
1356,211.234.110.76,2011/11/23,2011/11/23
1357,60.249.219.82,2011/09/28,2011/11/23
1358,210.208.251.133,2011/11/03,2011/11/22
1359,212.33.79.72,2011/11/22,2011/11/22
1360,212.33.79.73,2011/11/02,2011/11/22
1361,60.250.130.249,2011/03/24,2011/11/22
1362,61.222.190.100,2011/11/01,2011/11/22
1363,108.206.228.123,2011/11/11,2011/11/16
1364,115.144.61.110,2011/11/11,2011/11/16
1365,110.142.12.95,2011/11/03,2011/11/15
1366,61.203.196.118,2011/11/07,2011/11/15
1367,66.117.249.58,2011/11/14,2011/11/14
1368,66.58.161.207,2011/11/13,2011/11/13
1369,194.30.143.130,2011/11/11,2011/11/11
1370,201.244.10.142,2011/10/18,2011/11/11
1371,95.80.216.21,2011/11/11,2011/11/11
1372,108.77.146.124,2011/11/03,2011/11/10
1373,113.28.112.30,2011/11/10,2011/11/10
1374,66.80.144.21,2011/11/10,2011/11/10
1375,200.27.194.11,2011/11/08,2011/11/08
1376,212.33.79.194,2011/11/08,2011/11/08
1377,220.135.104.7,2011/11/08,2011/11/08
1378,69.172.28.147,2011/04/27,2011/11/05
1379,207.235.117.135,2011/10/30,2011/11/04
1380,212.33.79.220,2011/11/02,2011/11/02
1381,221.253.28.251,2011/11/02,2011/11/02
1382,60.249.239.27,2011/09/28,2011/11/02
1383,110.175.227.81,2011/05/19,2011/11/01
1384,2.116.180.66,2011/10/19,2011/11/01
1385,2.229.10.5,2011/10/19,2011/11/01
1386,200.241.125.2,2011/10/24,2011/11/01
1387,59.120.54.79,2011/08/29,2011/11/01
1388,211.233.62.148,2011/10/12,2011/10/25
1389,59.181.107.182,2011/10/19,2011/10/24
1390,121.126.170.202,2011/10/21,2011/10/21
1391,14.45.42.178,2011/10/21,2011/10/21
1392,220.119.214.80,2011/09/05,2011/10/21
1393,193.205.134.188,2011/10/20,2011/10/20
1394,211.233.62.146,2011/09/14,2011/10/20
1395,65.214.70.122,2011/08/02,2011/10/15
1396,61.220.228.138,2011/10/14,2011/10/14
1397,200.66.100.180,2011/10/12,2011/10/12
1398,210.177.175.161,2011/10/12,2011/10/12
1399,211.72.214.87,2011/10/12,2011/10/12
1400,220.128.84.50,2011/10/12,2011/10/12
1401,173.203.48.235,2011/10/11,2011/10/11
1402,202.62.81.115,2011/10/11,2011/10/11
1403,58.185.174.135,2011/10/11,2011/10/11
1404,211.20.137.100,2011/09/22,2011/09/29
1405,220.118.109.11,2011/06/15,2011/09/28
1406,207.164.158.165,2011/09/27,2011/09/27
1407,204.28.116.161,2011/09/22,2011/09/26
1408,113.28.117.26,2011/09/23,2011/09/23
1409,200.21.225.84,2011/09/23,2011/09/23
1410,200.57.73.162,2011/09/23,2011/09/23
1411,220.128.109.31,2011/05/30,2011/09/23
1412,114.39.162.44,2011/09/21,2011/09/21
1413,203.190.147.147,2011/07/29,2011/09/21
1414,218.239.106.62,2011/08/05,2011/09/21
1415,211.35.50.50,2011/09/15,2011/09/15
1416,62.231.246.150,2011/09/06,2011/09/14
1417,203.69.210.155,2011/09/13,2011/09/13
1418,217.218.246.2,2011/08/29,2011/09/09
1419,78.45.215.210,2011/08/29,2011/09/09
1420,216.27.242.38,2011/09/08,2011/09/08
1421,216.27.242.41,2011/09/08,2011/09/08
1422,12.43.95.117,2011/09/06,2011/09/07
1423,220.123.122.154,2011/08/05,2011/09/05
1424,216.139.225.178,2011/09/02,2011/09/02
1425,218.28.72.138,2011/08/31,2011/08/31
1426,220.130.219.242,2011/08/31,2011/08/31
1427,216.173.61.252,2011/06/14,2011/08/24
1428,220.128.128.242,2011/03/22,2011/08/24
1429,69.71.56.212,2011/08/22,2011/08/22
1430,212.70.236.40,2011/08/17,2011/08/17
1431,212.16.90.105,2011/08/15,2011/08/15
1432,64.31.40.158,2011/08/15,2011/08/15
1433,210.59.162.205,2011/08/08,2011/08/11
1434,114.39.163.248,2011/08/10,2011/08/10
1435,209.222.27.16,2011/02/25,2011/08/10
1436,81.0.150.232,2010/03/30,2011/08/10
1437,112.144.100.146,2011/08/05,2011/08/05
1438,200.79.7.222,2011/08/02,2011/08/05
1439,208.40.105.162,2011/08/03,2011/08/05
1440,210.110.158.55,2011/04/13,2011/08/05
1441,211.129.70.140,2011/08/05,2011/08/05
1442,212.76.68.24,2011/08/05,2011/08/05
1443,216.128.145.3,2011/08/03,2011/08/05
1444,58.226.154.108,2011/08/05,2011/08/05
1445,76.5.157.172,2011/08/02,2011/08/05
1446,82.194.83.58,2011/06/15,2011/08/05
1447,202.78.197.250,2011/08/02,2011/08/02
1448,208.54.165.125,2011/08/02,2011/08/02
1449,210.92.201.131,2011/07/29,2011/07/29
1450,211.22.3.38,2011/07/29,2011/07/29
1451,210.59.145.187,2011/07/27,2011/07/27
1452,212.103.180.245,2011/05/24,2011/07/27
1453,219.84.164.211,2011/07/20,2011/07/22
1454,64.39.73.148,2011/07/20,2011/07/21
1455,175.43.189.148,2011/01/26,2011/07/19
1456,211.56.10.16,2011/07/19,2011/07/19
1457,220.225.87.226,2011/07/18,2011/07/18
1458,184.11.128.172,2011/07/11,2011/07/12
1459,69.161.83.210,2011/07/11,2011/07/12
1460,119.73.230.3,2011/07/05,2011/07/11
1461,219.123.85.187,2011/06/29,2011/07/06
1462,200.57.73.130,2011/06/15,2011/07/05
1463,211.20.236.94,2011/06/20,2011/07/05
1464,217.125.43.149,2011/06/29,2011/07/05
1465,61.19.124.116,2011/06/27,2011/07/05
1466,113.53.236.67,2011/06/22,2011/07/04
1467,203.113.101.156,2010/03/26,2011/07/04
1468,24.79.164.206,2011/06/17,2011/07/01
1469,61.7.158.27,2011/06/24,2011/07/01
1470,216.168.131.222,2011/06/29,2011/06/29
1471,88.117.175.114,2011/06/25,2011/06/29
1472,96.234.33.24,2011/06/07,2011/06/29
1473,98.189.155.145,2011/06/07,2011/06/29
1474,99.26.223.121,2011/06/29,2011/06/29
1475,99.61.222.89,2011/06/29,2011/06/29
1476,183.91.6.133,2011/06/20,2011/06/28
1477,201.116.58.243,2011/05/16,2011/06/28
1478,202.39.212.245,2011/05/24,2011/06/28
1479,211.23.152.203,2011/06/21,2011/06/28
1480,211.238.145.58,2011/06/21,2011/06/28
1481,212.205.207.43,2011/06/28,2011/06/28
1482,216.36.28.133,2011/06/28,2011/06/28
1483,58.137.163.166,2011/05/30,2011/06/28
1484,72.9.221.133,2011/05/03,2011/06/28
1485,206.111.214.29,2011/06/24,2011/06/27
1486,211.20.51.172,2011/06/27,2011/06/27
1487,211.234.117.131,2011/06/26,2011/06/27
1488,217.10.251.21,2011/06/17,2011/06/27
1489,217.10.251.24,2011/06/15,2011/06/27
1490,220.225.103.29,2011/06/27,2011/06/27
1491,74.39.182.211,2011/06/27,2011/06/27
1492,78.39.115.35,2011/06/27,2011/06/27
1493,211.20.51.190,2011/06/21,2011/06/25
1494,182.173.72.13,2011/06/24,2011/06/24
1495,183.77.123.235,2011/06/07,2011/06/24
1496,210.211.255.32,2011/05/26,2011/06/24
1497,213.42.74.85,2011/06/22,2011/06/24
1498,220.128.248.27,2011/06/24,2011/06/24
1499,218.248.68.168,2011/06/20,2011/06/23
1500,217.10.251.23,2011/06/20,2011/06/22
1501,218.248.68.167,2011/06/21,2011/06/22
1502,68.157.215.205,2011/06/21,2011/06/22
1503,70.91.227.46,2010/11/24,2011/06/22
1504,209.123.166.170,2011/03/22,2011/06/21
1505,59.120.208.166,2011/05/20,2011/06/21
1506,202.69.38.227,2011/06/17,2011/06/20
1507,217.91.17.152,2011/06/14,2011/06/17
1508,219.64.197.21,2011/06/17,2011/06/17
1509,24.153.228.118,2011/06/17,2011/06/17
1510,58.27.254.35,2011/06/17,2011/06/17
1511,202.134.69.189,2011/06/15,2011/06/15
1512,202.55.228.77,2011/06/15,2011/06/15
1513,220.122.240.129,2011/06/15,2011/06/15
1514,216.70.141.250,2011/05/24,2011/06/14
1515,203.42.129.133,2011/06/08,2011/06/13
1516,97.77.195.20,2011/06/13,2011/06/13
1517,147.8.187.206,2011/06/09,2011/06/09
1518,200.85.19.132,2011/06/07,2011/06/09
1519,61.0.71.194,2011/05/30,2011/06/09
1520,208.123.165.73,2011/06/08,2011/06/08
1521,184.74.74.22,2011/05/30,2011/06/07
1522,116.255.137.71,2011/06/04,2011/06/04
1523,58.137.153.112,2011/05/25,2011/06/03
1524,59.125.158.244,2011/05/17,2011/06/03
1525,204.72.247.45,2011/05/30,2011/06/02
1526,212.69.165.23,2011/04/28,2011/06/02
1527,58.97.0.92,2010/12/20,2011/06/02
1528,212.103.189.12,2011/05/26,2011/05/31
1529,147.8.230.241,2011/05/30,2011/05/30
1530,195.55.222.28,2011/05/30,2011/05/30
1531,209.190.163.11,2011/05/25,2011/05/30
1532,210.193.59.43,2011/04/21,2011/05/30
1533,60.167.78.229,2011/05/30,2011/05/30
1534,212.154.182.142,2010/08/16,2011/05/26
1535,219.76.216.243,2011/05/24,2011/05/26
1536,72.9.10.156,2011/05/25,2011/05/26
1537,202.209.16.246,2011/05/25,2011/05/25
1538,78.129.250.55,2011/05/25,2011/05/25
1539,182.211.59.39,2011/05/24,2011/05/24
1540,182.71.224.18,2011/05/24,2011/05/24
1541,218.103.88.197,2010/08/09,2011/05/24
1542,220.225.103.27,2011/05/24,2011/05/24
1543,172.168.1.113,2011/05/23,2011/05/23
1544,209.156.150.178,2011/03/31,2011/05/23
1545,211.21.156.15,2011/04/28,2011/05/19
1546,212.88.118.21,2011/05/18,2011/05/18
1547,59.125.206.161,2011/05/17,2011/05/18
1548,112.121.162.238,2011/05/17,2011/05/17
1549,203.124.16.150,2011/05/17,2011/05/17
1550,60.251.220.144,2011/03/24,2011/05/17
1551,61.30.76.23,2011/05/17,2011/05/17
1552,61.7.213.166,2011/05/17,2011/05/17
1553,82.175.198.183,2011/05/16,2011/05/17
1554,82.90.43.184,2011/04/26,2011/05/17
1555,213.42.201.211,2011/05/16,2011/05/16
1556,124.153.75.53,2011/05/04,2011/05/12
1557,190.41.186.106,2011/05/04,2011/05/12
1558,211.175.117.240,2011/05/05,2011/05/12
1559,211.22.136.133,2011/04/29,2011/05/12
1560,210.231.196.188,2011/04/28,2011/05/11
1561,68.143.225.138,2011/04/19,2011/05/10
1562,211.234.117.185,2011/04/29,2011/05/09
1563,210.212.155.172,2011/04/29,2011/05/05
1564,211.183.3.45,2011/05/05,2011/05/05
1565,201.175.42.79,2011/05/03,2011/05/04
1566,212.33.79.162,2011/05/04,2011/05/04
1567,216.21.178.121,2010/05/17,2011/05/04
1568,72.0.130.227,2011/05/04,2011/05/04
1569,58.185.2.34,2011/05/03,2011/05/03
1570,118.142.83.179,2011/04/29,2011/04/29
1571,210.211.251.249,2011/04/29,2011/04/29
1572,211.233.62.149,2011/04/29,2011/04/29
1573,203.197.128.199,2011/04/28,2011/04/28
1574,72.4.69.99,2011/04/28,2011/04/28
1575,211.20.65.188,2010/09/17,2011/04/27
1576,211.232.179.15,2011/04/22,2011/04/27
1577,118.140.17.210,2011/04/25,2011/04/25
1578,195.14.112.138,2011/04/14,2011/04/25
1579,63.200.166.234,2011/03/04,2011/04/25
1580,203.70.58.177,2011/03/23,2011/04/23
1581,59.125.52.169,2011/04/19,2011/04/22
1582,69.70.133.2,2011/04/20,2011/04/22
1583,74.82.184.170,2011/04/22,2011/04/22
1584,123.193.203.191,2011/04/20,2011/04/21
1585,194.149.134.81,2011/04/20,2011/04/21
1586,211.232.175.66,2011/04/19,2011/04/21
1587,211.237.136.130,2011/04/13,2011/04/21
1588,68.70.70.244,2011/03/28,2011/04/21
1589,91.214.168.170,2011/04/20,2011/04/21
1590,200.138.117.105,2011/04/20,2011/04/20
1591,220.128.231.133,2011/04/20,2011/04/20
1592,61.218.83.3,2011/04/20,2011/04/20
1593,61.222.172.125,2008/06/26,2011/04/20
1594,194.123.177.122,2011/04/13,2011/04/19
1595,218.208.203.106,2011/04/14,2011/04/19
1596,203.92.59.37,2011/04/07,2011/04/14
1597,210.119.89.12,2011/04/13,2011/04/13
1598,61.79.220.154,2011/04/13,2011/04/13
1599,61.221.174.135,2010/03/09,2011/04/12
1600,211.72.80.242,2011/04/06,2011/04/11
1601,213.96.78.161,2010/09/07,2011/04/11
1602,211.20.117.170,2011/03/25,2011/03/31
1603,62.25.51.52,2011/03/31,2011/03/31
1604,109.94.220.52,2011/03/30,2011/03/30
1605,195.50.142.163,2011/03/30,2011/03/30
1606,211.234.117.132,2011/02/28,2011/03/30
1607,220.130.215.60,2011/03/29,2011/03/30
1608,70.62.159.243,2011/03/28,2011/03/30
1609,70.89.15.46,2011/03/28,2011/03/30
1610,202.56.122.100,2011/01/17,2011/03/28
1611,203.70.205.56,2011/03/28,2011/03/28
1612,59.120.40.30,2011/03/22,2011/03/28
1613,217.218.246.18,2011/03/25,2011/03/25
1614,59.120.229.227,2011/03/25,2011/03/25
1615,80.197.243.139,2010/12/29,2011/03/25
1616,80.39.86.112,2011/03/25,2011/03/25
1617,61.63.48.38,2011/03/24,2011/03/24
1618,121.156.81.83,2011/03/22,2011/03/22
1619,218.32.93.2,2011/02/23,2011/03/22
1620,217.25.48.5,2011/03/17,2011/03/17
1621,202.166.197.235,2011/03/10,2011/03/16
1622,70.88.239.165,2011/03/16,2011/03/16
1623,59.125.52.170,2011/03/15,2011/03/15
1624,116.124.36.19,2011/03/11,2011/03/11
1625,120.50.34.32,2011/03/09,2011/03/09
1626,61.60.12.164,2011/03/09,2011/03/09
1627,194.119.208.88,2011/03/08,2011/03/08
1628,203.125.182.182,2011/03/08,2011/03/08
1629,212.33.79.176,2011/03/08,2011/03/08
1630,193.170.111.210,2011/01/20,2011/03/04
1631,201.245.24.126,2011/03/04,2011/03/04
1632,195.134.71.15,2011/03/03,2011/03/03
1633,202.183.233.66,2011/03/03,2011/03/03
1634,205.209.16.246,2011/03/03,2011/03/03
1635,62.28.127.13,2011/03/03,2011/03/03
1636,209.213.169.232,2011/02/25,2011/03/01
1637,212.33.79.77,2011/02/15,2011/03/01
1638,59.124.188.86,2011/02/16,2011/03/01
1639,70.61.202.30,2011/02/22,2011/03/01
1640,94.101.189.114,2011/03/01,2011/03/01
1641,193.43.105.215,2010/12/20,2011/02/25
1642,208.57.226.46,2011/02/24,2011/02/25
1643,209.62.216.97,2011/02/25,2011/02/25
1644,203.24.100.178,2011/02/23,2011/02/23
1645,203.30.88.66,2011/02/23,2011/02/23
1646,211.72.181.249,2010/11/22,2011/02/23
1647,208.123.144.156,2011/02/22,2011/02/22
1648,210.0.214.164,2011/02/22,2011/02/22
1649,66.83.146.162,2011/02/21,2011/02/21
1650,194.140.134.19,2011/02/16,2011/02/16
1651,203.81.226.85,2011/02/16,2011/02/16
1652,194.17.59.244,2011/02/11,2011/02/11
1653,211.177.131.120,2011/02/11,2011/02/11
1654,201.22.212.33,2010/09/08,2011/01/18
1655,202.183.200.7,2010/12/29,2011/01/18
1656,212.33.79.48,2011/01/17,2011/01/17
1657,59.120.44.118,2011/01/14,2011/01/17
1658,60.249.22.234,2011/01/14,2011/01/17
1659,64.76.58.53,2011/01/13,2011/01/14
1660,65.99.224.157,2011/01/14,2011/01/14
1661,125.18.106.36,2011/01/11,2011/01/11
1662,211.233.62.147,2009/03/12,2011/01/10
1663,219.84.143.23,2010/06/22,2011/01/10
1664,24.199.253.194,2010/12/29,2011/01/10
1665,59.120.229.225,2010/12/21,2011/01/10
1666,70.15.173.89,2011/01/10,2011/01/10
1667,71.54.70.117,2011/01/10,2011/01/10
1668,200.110.76.110,2011/01/07,2011/01/07
1669,61.127.99.124,2011/01/06,2011/01/06
1670,61.127.99.164,2011/01/05,2011/01/05
1671,64.76.147.89,2011/01/05,2011/01/05
1672,210.61.111.105,2010/12/14,2011/01/03
1673,61.12.1.122,2011/01/03,2011/01/03
1674,61.60.188.83,2010/12/31,2011/01/03
1675,63.200.76.83,2010/12/30,2010/12/30
1676,62.150.78.242,2010/12/29,2010/12/29
1677,62.57.113.200,2010/12/21,2010/12/29
1678,202.127.90.209,2010/12/22,2010/12/22
1679,210.208.188.120,2010/12/22,2010/12/22
1680,212.33.79.23,2010/12/06,2010/12/22
1681,212.22.162.17,2010/12/21,2010/12/21
1682,220.135.4.142,2010/12/21,2010/12/21
1683,24.213.168.151,2010/12/20,2010/12/20
1684,200.115.138.136,2010/08/16,2010/12/16
1685,203.226.4.123,2010/12/15,2010/12/15
1686,220.132.10.142,2010/12/15,2010/12/15
1687,210.242.3.135,2010/12/10,2010/12/13
1688,211.238.224.225,2010/12/13,2010/12/13
1689,211.38.48.184,2010/12/09,2010/12/09
1690,220.132.235.146,2010/12/09,2010/12/09
1691,220.130.10.58,2010/08/02,2010/12/07
1692,59.161.254.5,2010/12/01,2010/12/07
1693,74.3.89.16,2010/11/24,2010/12/06
1694,212.33.79.90,2010/12/01,2010/12/01
1695,24.79.13.1,2010/12/01,2010/12/01
1696,213.96.155.101,2010/11/23,2010/11/30
1697,220.156.184.202,2010/11/26,2010/11/29
1698,96.51.253.46,2010/11/26,2010/11/29
1699,121.149.211.111,2010/10/22,2010/11/24
1700,121.186.201.238,2010/10/22,2010/11/24
1701,121.254.28.25,2010/11/24,2010/11/24
1702,200.35.109.34,2010/11/24,2010/11/24
1703,213.77.27.28,2010/09/27,2010/11/24
1704,219.254.9.219,2010/11/09,2010/11/24
1705,59.120.34.160,2009/01/09,2010/11/24
1706,64.105.124.115,2010/11/24,2010/11/24
1707,74.43.221.94,2010/11/24,2010/11/24
1708,202.82.229.36,2010/11/22,2010/11/22
1709,114.52.228.150,2010/06/25,2010/11/19
1710,210.222.63.23,2010/04/20,2010/11/19
1711,59.17.216.68,2010/10/09,2010/11/19
1712,211.189.203.144,2010/11/18,2010/11/18
